song,performer
(For God's Sake) Give More Power To The People,The Chi-lites
(For God's Sake) Give More Power To The People,The Chi-lites
(For God's Sake) Give More Power To The People,The Chi-lites
(For God's Sake) Give More Power To The People,The Chi-lites
(For God's Sake) Give More Power To The People,The Chi-lites
(For God's Sake) Give More Power To The People,The Chi-lites
(For God's Sake) Give More Power To The People,The Chi-lites
(For God's Sake) Give More Power To The People,The Chi-lites
(For God's Sake) Give More Power To The People,The Chi-lites
(Forever) Live And Die,Orchestral Manoeuvres In The Dark
(Forever) Live And Die,Orchestral Manoeuvres In The Dark
(Forever) Live And Die,Orchestral Manoeuvres In The Dark
(Forever) Live And Die,Orchestral Manoeuvres In The Dark
(Forever) Live And Die,Orchestral Manoeuvres In The Dark
(Forever) Live And Die,Orchestral Manoeuvres In The Dark
(Forever) Live And Die,Orchestral Manoeuvres In The Dark
(Forever) Live And Die,Orchestral Manoeuvres In The Dark
(Forever) Live And Die,Orchestral Manoeuvres In The Dark
(Forever) Live And Die,Orchestral Manoeuvres In The Dark
(Forever) Live And Die,Orchestral Manoeuvres In The Dark
(Forever) Live And Die,Orchestral Manoeuvres In The Dark
(Forever) Live And Die,Orchestral Manoeuvres In The Dark
(Forever) Live And Die,Orchestral Manoeuvres In The Dark
(Forever) Live And Die,Orchestral Manoeuvres In The Dark
(Forever) Live And Die,Orchestral Manoeuvres In The Dark
(Forever) Live And Die,Orchestral Manoeuvres In The Dark
(Ghost) Riders In The Sky,Outlaws
(Ghost) Riders In The Sky,Outlaws
(Ghost) Riders In The Sky,Outlaws
(Ghost) Riders In The Sky,Outlaws
(Ghost) Riders In The Sky,Outlaws
(Ghost) Riders In The Sky,Outlaws
(Ghost) Riders In The Sky,Outlaws
(Ghost) Riders In The Sky,Outlaws
(Ghost) Riders In The Sky,Outlaws
(Ghost) Riders In The Sky,Outlaws
(Ghost) Riders In The Sky,Outlaws
(Ghost) Riders In The Sky,Outlaws
(Ghost) Riders In The Sky,Outlaws
(Ghost) Riders In The Sky,Outlaws
(Ghost) Riders In The Sky,Outlaws
(Ghost) Riders In The Sky,Ramrods
(Ghost) Riders In The Sky,Ramrods
(Ghost) Riders In The Sky,Ramrods
(Ghost) Riders In The Sky,Ramrods
(Ghost) Riders In The Sky,Ramrods
(Ghost) Riders In The Sky,Ramrods
(Ghost) Riders In The Sky,Ramrods
(Ghost) Riders In The Sky,Ramrods
(Ghost) Riders In The Sky,Ramrods
"(Girls, Girls, Girls) Made To Love",Eddie Hodges
"(Girls, Girls, Girls) Made To Love",Eddie Hodges
"(Girls, Girls, Girls) Made To Love",Eddie Hodges
"(Girls, Girls, Girls) Made To Love",Eddie Hodges
"(Girls, Girls, Girls) Made To Love",Eddie Hodges
"(Girls, Girls, Girls) Made To Love",Eddie Hodges
"(Girls, Girls, Girls) Made To Love",Eddie Hodges
"(Girls, Girls, Girls) Made To Love",Eddie Hodges
"(Girls, Girls, Girls) Made To Love",Eddie Hodges
"(Girls, Girls, Girls) Made To Love",Eddie Hodges
"(Girls, Girls, Girls) Made To Love",Eddie Hodges
(God Must Have Spent) A Little More Time On You,'N Sync
(God Must Have Spent) A Little More Time On You,'N Sync
(God Must Have Spent) A Little More Time On You,'N Sync
(God Must Have Spent) A Little More Time On You,'N Sync
(God Must Have Spent) A Little More Time On You,'N Sync
(God Must Have Spent) A Little More Time On You,'N Sync
(God Must Have Spent) A Little More Time On You,'N Sync
(God Must Have Spent) A Little More Time On You,'N Sync
(God Must Have Spent) A Little More Time On You,'N Sync
(God Must Have Spent) A Little More Time On You,'N Sync
(God Must Have Spent) A Little More Time On You,'N Sync
(God Must Have Spent) A Little More Time On You,'N Sync
(God Must Have Spent) A Little More Time On You,'N Sync
(God Must Have Spent) A Little More Time On You,'N Sync
(God Must Have Spent) A Little More Time On You,'N Sync
(God Must Have Spent) A Little More Time On You,'N Sync
(God Must Have Spent) A Little More Time On You,'N Sync
(God Must Have Spent) A Little More Time On You,'N Sync
(God Must Have Spent) A Little More Time On You,'N Sync
(God Must Have Spent) A Little More Time On You,'N Sync
(God Must Have Spent) A Little More Time On You,'N Sync
(God Must Have Spent) A Little More Time On You,'N Sync
(He's My) Dreamboat,Connie Francis
(He's My) Dreamboat,Connie Francis
(He's My) Dreamboat,Connie Francis
(He's My) Dreamboat,Connie Francis
(He's My) Dreamboat,Connie Francis
(He's My) Dreamboat,Connie Francis
(He's My) Dreamboat,Connie Francis
(He's My) Dreamboat,Connie Francis
(He's My) Dreamboat,Connie Francis
(He's) Raining In My Sunshine,Jay & The Americans
(He's) Raining In My Sunshine,Jay & The Americans
(He's) Raining In My Sunshine,Jay & The Americans
(He's) Raining In My Sunshine,Jay & The Americans
(He's) The Great Impostor,The Fleetwoods
(He's) The Great Impostor,The Fleetwoods
(He's) The Great Impostor,The Fleetwoods
(He's) The Great Impostor,The Fleetwoods
(He's) The Great Impostor,The Fleetwoods
(He's) The Great Impostor,The Fleetwoods
(He's) The Great Impostor,The Fleetwoods
(He's) The Great Impostor,The Fleetwoods
(Here They Come) From All Over The World,Jan & Dean
(Here They Come) From All Over The World,Jan & Dean
(Here They Come) From All Over The World,Jan & Dean
(Here They Come) From All Over The World,Jan & Dean
(Here They Come) From All Over The World,Jan & Dean
(Hey Won't You Play) Another Somebody Done Somebody Wrong Song,B.J. Thomas
(Hey Won't You Play) Another Somebody Done Somebody Wrong Song,B.J. Thomas
(Hey Won't You Play) Another Somebody Done Somebody Wrong Song,B.J. Thomas
(Hey Won't You Play) Another Somebody Done Somebody Wrong Song,B.J. Thomas
(Hey Won't You Play) Another Somebody Done Somebody Wrong Song,B.J. Thomas
(Hey Won't You Play) Another Somebody Done Somebody Wrong Song,B.J. Thomas
(Hey Won't You Play) Another Somebody Done Somebody Wrong Song,B.J. Thomas
(Hey Won't You Play) Another Somebody Done Somebody Wrong Song,B.J. Thomas
(Hey Won't You Play) Another Somebody Done Somebody Wrong Song,B.J. Thomas
(Hey Won't You Play) Another Somebody Done Somebody Wrong Song,B.J. Thomas
(Hey Won't You Play) Another Somebody Done Somebody Wrong Song,B.J. Thomas
(Hey Won't You Play) Another Somebody Done Somebody Wrong Song,B.J. Thomas
(Hey Won't You Play) Another Somebody Done Somebody Wrong Song,B.J. Thomas
(Hey Won't You Play) Another Somebody Done Somebody Wrong Song,B.J. Thomas
(Hey Won't You Play) Another Somebody Done Somebody Wrong Song,B.J. Thomas
(Hey Won't You Play) Another Somebody Done Somebody Wrong Song,B.J. Thomas
(Hey Won't You Play) Another Somebody Done Somebody Wrong Song,B.J. Thomas
(Hey Won't You Play) Another Somebody Done Somebody Wrong Song,B.J. Thomas
(Hot S**t) Country Grammar,Nelly
(Hot S**t) Country Grammar,Nelly
(Hot S**t) Country Grammar,Nelly
(Hot S**t) Country Grammar,Nelly
(Hot S**t) Country Grammar,Nelly
(Hot S**t) Country Grammar,Nelly
(Hot S**t) Country Grammar,Nelly
(Hot S**t) Country Grammar,Nelly
(Hot S**t) Country Grammar,Nelly
(Hot S**t) Country Grammar,Nelly
(Hot S**t) Country Grammar,Nelly
(Hot S**t) Country Grammar,Nelly
(Hot S**t) Country Grammar,Nelly
(Hot S**t) Country Grammar,Nelly
(Hot S**t) Country Grammar,Nelly
(Hot S**t) Country Grammar,Nelly
(Hot S**t) Country Grammar,Nelly
(Hot S**t) Country Grammar,Nelly
(Hot S**t) Country Grammar,Nelly
(Hot S**t) Country Grammar,Nelly
(Hot S**t) Country Grammar,Nelly
(Hot S**t) Country Grammar,Nelly
(Hot S**t) Country Grammar,Nelly
(Hot S**t) Country Grammar,Nelly
(Hot S**t) Country Grammar,Nelly
(Hot S**t) Country Grammar,Nelly
(Hot S**t) Country Grammar,Nelly
(Hot S**t) Country Grammar,Nelly
(Hot S**t) Country Grammar,Nelly
(Hot S**t) Country Grammar,Nelly
(Hot S**t) Country Grammar,Nelly
(Hot S**t) Country Grammar,Nelly
(Hot S**t) Country Grammar,Nelly
(Hot S**t) Country Grammar,Nelly
(How Bout A Little Hand For) The Boys In The Band,The Boys In The Band
(How Bout A Little Hand For) The Boys In The Band,The Boys In The Band
(How Bout A Little Hand For) The Boys In The Band,The Boys In The Band
(How Bout A Little Hand For) The Boys In The Band,The Boys In The Band
(How Bout A Little Hand For) The Boys In The Band,The Boys In The Band
(How Bout A Little Hand For) The Boys In The Band,The Boys In The Band
(How Bout A Little Hand For) The Boys In The Band,The Boys In The Band
(How Bout A Little Hand For) The Boys In The Band,The Boys In The Band
(How Bout A Little Hand For) The Boys In The Band,The Boys In The Band
(How Bout A Little Hand For) The Boys In The Band,The Boys In The Band
(How Can I Write On Paper) What I Feel In My Heart,Jim Reeves
(How Can I Write On Paper) What I Feel In My Heart,Jim Reeves
(How I Spent My Summer Vacation) Or A Day At The Beach With Pedro & Man - P,Cheech & Chong
(How I Spent My Summer Vacation) Or A Day At The Beach With Pedro & Man - P,Cheech & Chong
(How I Spent My Summer Vacation) Or A Day At The Beach With Pedro & Man - P,Cheech & Chong
(How I Spent My Summer Vacation) Or A Day At The Beach With Pedro & Man - P,Cheech & Chong
(How I Spent My Summer Vacation) Or A Day At The Beach With Pedro & Man - P,Cheech & Chong
(How To Be A) Millionaire,ABC
(How To Be A) Millionaire,ABC
(How To Be A) Millionaire,ABC
(How To Be A) Millionaire,ABC
(How To Be A) Millionaire,ABC
(How To Be A) Millionaire,ABC
(How To Be A) Millionaire,ABC
(How To Be A) Millionaire,ABC
(How To Be A) Millionaire,ABC
(How To Be A) Millionaire,ABC
(How To Be A) Millionaire,ABC
(How To Be A) Millionaire,ABC
(How To Be A) Millionaire,ABC
(How To Be A) Millionaire,ABC
(I Believe) There's Nothing Stronger Than Our Love,Paul Anka/Odia Coates
(I Believe) There's Nothing Stronger Than Our Love,Paul Anka/Odia Coates
(I Believe) There's Nothing Stronger Than Our Love,Paul Anka/Odia Coates
(I Believe) There's Nothing Stronger Than Our Love,Paul Anka/Odia Coates
(I Believe) There's Nothing Stronger Than Our Love,Paul Anka/Odia Coates
(I Believe) There's Nothing Stronger Than Our Love,Paul Anka/Odia Coates
(I Believe) There's Nothing Stronger Than Our Love,Paul Anka/Odia Coates
(I Believe) There's Nothing Stronger Than Our Love,Paul Anka/Odia Coates
(I Believe) There's Nothing Stronger Than Our Love,Paul Anka/Odia Coates
(I Believe) There's Nothing Stronger Than Our Love,Paul Anka/Odia Coates
(I Believe) There's Nothing Stronger Than Our Love,Paul Anka/Odia Coates
(I Believe) There's Nothing Stronger Than Our Love,Paul Anka/Odia Coates
(I Believe) There's Nothing Stronger Than Our Love,Paul Anka/Odia Coates
(I Can Feel Those Vibrations) This Love Is Real,Jackie Wilson
(I Can Feel Those Vibrations) This Love Is Real,Jackie Wilson
(I Can Feel Those Vibrations) This Love Is Real,Jackie Wilson
(I Can Feel Those Vibrations) This Love Is Real,Jackie Wilson
(I Can Feel Those Vibrations) This Love Is Real,Jackie Wilson
(I Can Feel Those Vibrations) This Love Is Real,Jackie Wilson
(I Can Feel Those Vibrations) This Love Is Real,Jackie Wilson
(I Can Feel Those Vibrations) This Love Is Real,Jackie Wilson
(I Can Feel Those Vibrations) This Love Is Real,Jackie Wilson
(I Can Feel Those Vibrations) This Love Is Real,Jackie Wilson
(I Can Feel Those Vibrations) This Love Is Real,Jackie Wilson
(I Can Feel Your Love) Slipping Away,Barbara Mason
(I Can't Get No) Satisfaction,The Rolling Stones
(I Can't Get No) Satisfaction,The Rolling Stones
(I Can't Get No) Satisfaction,The Rolling Stones
(I Can't Get No) Satisfaction,The Rolling Stones
(I Can't Get No) Satisfaction,The Rolling Stones
(I Can't Get No) Satisfaction,The Rolling Stones
(I Can't Get No) Satisfaction,The Rolling Stones
(I Can't Get No) Satisfaction,The Rolling Stones
(I Can't Get No) Satisfaction,The Rolling Stones
(I Can't Get No) Satisfaction,The Rolling Stones
(I Can't Get No) Satisfaction,The Rolling Stones
(I Can't Get No) Satisfaction,The Rolling Stones
(I Can't Get No) Satisfaction,The Rolling Stones
(I Can't Get No) Satisfaction,The Rolling Stones
(I Can't Help You) I'm Falling Too,Skeeter Davis
(I Can't Help You) I'm Falling Too,Skeeter Davis
(I Can't Help You) I'm Falling Too,Skeeter Davis
(I Can't Help You) I'm Falling Too,Skeeter Davis
(I Can't Help You) I'm Falling Too,Skeeter Davis
(I Can't Help You) I'm Falling Too,Skeeter Davis
(I Can't Help You) I'm Falling Too,Skeeter Davis
(I Could Only) Whisper Your Name,"Harry Connick, Jr."
(I Could Only) Whisper Your Name,"Harry Connick, Jr."
(I Could Only) Whisper Your Name,"Harry Connick, Jr."
(I Could Only) Whisper Your Name,"Harry Connick, Jr."
(I Could Only) Whisper Your Name,"Harry Connick, Jr."
(I Could Only) Whisper Your Name,"Harry Connick, Jr."
(I Could Only) Whisper Your Name,"Harry Connick, Jr."
(I Could Only) Whisper Your Name,"Harry Connick, Jr."
(I Could Only) Whisper Your Name,"Harry Connick, Jr."
(I Could Only) Whisper Your Name,"Harry Connick, Jr."
(I Could Only) Whisper Your Name,"Harry Connick, Jr."
(I Could Only) Whisper Your Name,"Harry Connick, Jr."
(I Could Only) Whisper Your Name,"Harry Connick, Jr."
(I Could Only) Whisper Your Name,"Harry Connick, Jr."
(I Could Only) Whisper Your Name,"Harry Connick, Jr."
(I Could Only) Whisper Your Name,"Harry Connick, Jr."
(I Could Only) Whisper Your Name,"Harry Connick, Jr."
(I Could Only) Whisper Your Name,"Harry Connick, Jr."
(I Could Only) Whisper Your Name,"Harry Connick, Jr."
(I Could Only) Whisper Your Name,"Harry Connick, Jr."
(I Cried at) Laura's Wedding,Barbara Lynn
(I Cried at) Laura's Wedding,Barbara Lynn
(I Cried at) Laura's Wedding,Barbara Lynn
(I Cried at) Laura's Wedding,Barbara Lynn
(I Cried at) Laura's Wedding,Barbara Lynn
(I Cried at) Laura's Wedding,Barbara Lynn
(I Cried at) Laura's Wedding,Barbara Lynn
(I Cried at) Laura's Wedding,Barbara Lynn
(I Do The) Shimmy Shimmy,Bobby Freeman
(I Do The) Shimmy Shimmy,Bobby Freeman
(I Do The) Shimmy Shimmy,Bobby Freeman
(I Do The) Shimmy Shimmy,Bobby Freeman
(I Do The) Shimmy Shimmy,Bobby Freeman
(I Do The) Shimmy Shimmy,Bobby Freeman
(I Do The) Shimmy Shimmy,Bobby Freeman
(I Do The) Shimmy Shimmy,Bobby Freeman
(I Do The) Shimmy Shimmy,Bobby Freeman
(I Do The) Shimmy Shimmy,Bobby Freeman
(I Do The) Shimmy Shimmy,Bobby Freeman
(I Do The) Shimmy Shimmy,Bobby Freeman
(I Do The) Shimmy Shimmy,Bobby Freeman
(I Don't Care) Only Love Me,Steve Lawrence
(I Don't Care) Only Love Me,Steve Lawrence
(I Don't Care) Only Love Me,Steve Lawrence
(I Don't Care) Only Love Me,Steve Lawrence
(I Don't Want To Love You But) You Got Me Anyway,Sutherland Brothers And Quiver
(I Don't Want To Love You But) You Got Me Anyway,Sutherland Brothers And Quiver
(I Don't Want To Love You But) You Got Me Anyway,Sutherland Brothers And Quiver
(I Don't Want To Love You But) You Got Me Anyway,Sutherland Brothers And Quiver
(I Don't Want To Love You But) You Got Me Anyway,Sutherland Brothers And Quiver
(I Don't Want To Love You But) You Got Me Anyway,Sutherland Brothers And Quiver
(I Don't Want To Love You But) You Got Me Anyway,Sutherland Brothers And Quiver
(I Don't Want To Love You But) You Got Me Anyway,Sutherland Brothers And Quiver
(I Don't Want To Love You But) You Got Me Anyway,Sutherland Brothers And Quiver
(I Don't Want To Love You But) You Got Me Anyway,Sutherland Brothers And Quiver
(I Don't Want To Love You But) You Got Me Anyway,Sutherland Brothers And Quiver
(I Don't Want To Love You But) You Got Me Anyway,Sutherland Brothers And Quiver
(I Hate) Everything About You,Three Days Grace
(I Hate) Everything About You,Three Days Grace
(I Hate) Everything About You,Three Days Grace
(I Hate) Everything About You,Three Days Grace
(I Hate) Everything About You,Three Days Grace
(I Hate) Everything About You,Three Days Grace
(I Hate) Everything About You,Three Days Grace
(I Hate) Everything About You,Three Days Grace
(I Hate) Everything About You,Three Days Grace
(I Hate) Everything About You,Three Days Grace
(I Hate) Everything About You,Three Days Grace
(I Hate) Everything About You,Three Days Grace
(I Hate) Everything About You,Three Days Grace
(I Hate) Everything About You,Three Days Grace
(I Hate) Everything About You,Three Days Grace
(I Hate) Everything About You,Three Days Grace
(I Hate) Everything About You,Three Days Grace
(I Hate) Everything About You,Three Days Grace
(I Hate) Everything About You,Three Days Grace
(I Hate) Everything About You,Three Days Grace
(I Just) Died In Your Arms,Cutting Crew
(I Just) Died In Your Arms,Cutting Crew
(I Just) Died In Your Arms,Cutting Crew
(I Just) Died In Your Arms,Cutting Crew
(I Just) Died In Your Arms,Cutting Crew
(I Just) Died In Your Arms,Cutting Crew
(I Just) Died In Your Arms,Cutting Crew
(I Just) Died In Your Arms,Cutting Crew
(I Just) Died In Your Arms,Cutting Crew
(I Just) Died In Your Arms,Cutting Crew
(I Just) Died In Your Arms,Cutting Crew
(I Just) Died In Your Arms,Cutting Crew
(I Just) Died In Your Arms,Cutting Crew
(I Just) Died In Your Arms,Cutting Crew
(I Just) Died In Your Arms,Cutting Crew
(I Just) Died In Your Arms,Cutting Crew
(I Just) Died In Your Arms,Cutting Crew
(I Just) Died In Your Arms,Cutting Crew
(I Just) Died In Your Arms,Cutting Crew
(I Know I Got) Skillz,Shaquille O'Neal
(I Know I Got) Skillz,Shaquille O'Neal
(I Know I Got) Skillz,Shaquille O'Neal
(I Know I Got) Skillz,Shaquille O'Neal
(I Know I Got) Skillz,Shaquille O'Neal
(I Know I Got) Skillz,Shaquille O'Neal
(I Know I Got) Skillz,Shaquille O'Neal
(I Know I Got) Skillz,Shaquille O'Neal
(I Know I Got) Skillz,Shaquille O'Neal
(I Know I Got) Skillz,Shaquille O'Neal
(I Know I Got) Skillz,Shaquille O'Neal
(I Know I Got) Skillz,Shaquille O'Neal
(I Know I Got) Skillz,Shaquille O'Neal
(I Know I Got) Skillz,Shaquille O'Neal
(I Know I Got) Skillz,Shaquille O'Neal
(I Know I Got) Skillz,Shaquille O'Neal
(I Know I Got) Skillz,Shaquille O'Neal
(I Know I Got) Skillz,Shaquille O'Neal
(I Know I Got) Skillz,Shaquille O'Neal
(I Know I Got) Skillz,Shaquille O'Neal
(I Know) I'm Losing You,Rare Earth
(I Know) I'm Losing You,Rare Earth
(I Know) I'm Losing You,Rare Earth
(I Know) I'm Losing You,Rare Earth
(I Know) I'm Losing You,Rare Earth
(I Know) I'm Losing You,Rare Earth
(I Know) I'm Losing You,Rare Earth
(I Know) I'm Losing You,Rare Earth
(I Know) I'm Losing You,Rare Earth
(I Know) I'm Losing You,Rare Earth
(I Know) I'm Losing You,Rare Earth
(I Know) I'm Losing You,Rare Earth
(I Know) I'm Losing You,Rare Earth
(I Know) I'm Losing You,Rare Earth
(I Know) I'm Losing You,Rod Stewart With Faces
(I Know) I'm Losing You,Rod Stewart With Faces
(I Know) I'm Losing You,Rod Stewart With Faces
(I Know) I'm Losing You,Rod Stewart With Faces
(I Know) I'm Losing You,Rod Stewart With Faces
(I Know) I'm Losing You,Rod Stewart With Faces
